Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000064373,Selenop,Gene Expression,0.6200127752584716,0.0,0.0,16634,6.22832472986514,1555
ENSMUSG00000047798,Cd300lf,Gene Expression,0.6197625528063965,0.0,0.0,9852,5.26064610218794,1503
ENSMUSG00000028859,Csf3r,Gene Expression,0.6185732903043217,0.0,0.0,14780,7.651538421093993,1639
ENSMUSG00000031762,Mt2,Gene Expression,0.615209399234976,0.0,0.0,89222,34.87071535385736,1843
ENSMUSG00000049134,Nrap,Gene Expression,0.6032675153882314,0.0,0.0,5349,1.8769272228778695,969
ENSMUSG00000061353,Cxcl12,Gene Expression,0.6011340479964782,0.0,0.0,5468,2.1373702771775687,1146
ENSMUSG00000007877,Tcap,Gene Expression,0.5998796069654946,0.0,0.0,5190,1.886980529520476,950
ENSMUSG00000018339,Gpx3,Gene Expression,0.5993144047325629,0.0,0.0,6685,2.615236228769976,1201
ENSMUSG00000035105,Egln3,Gene Expression,0.5992339676995356,0.0,0.0,8504,4.78315765621191,1542
ENSMUSG00000009185,Ccl8,Gene Expression,0.5985723756979227,0.0,0.0,10549,4.017668345498469,1339
ENSMUSG00000054146,Krt15,Gene Expression,0.5984863545473371,0.0,0.0,8562,3.4699054043041393,1105
ENSMUSG00000025064,Col17a1,Gene Expression,0.5944390106497678,0.0,0.0,8163,3.1073636069719996,1223
ENSMUSG00000031375,Bgn,Gene Expression,0.5940633255356919,0.0,0.0,5066,1.8772200741974967,1113
ENSMUSG00000025172,Ankrd2,Gene Expression,0.5936646700898206,0.0,0.0,6595,2.459161236563023,1100
ENSMUSG00000021508,Cxcl14,Gene Expression,0.5877548139721436,0.0,0.0,9944,3.4484190633830845,1287
ENSMUSG00000018927,Ccl6,Gene Expression,0.5866582123819128,0.0,0.0,33080,15.761001488220328,1789
ENSMUSG00000028111,Ctsk,Gene Expression,0.5783949837196051,0.0,0.0,6660,2.96939221083841,1301
ENSMUSG00000067594,Krt77,Gene Expression,0.5735897990843678,0.0,0.0,13768,5.411807157464125,1514
ENSMUSG00000034994,Eef2,Gene Expression,0.5683046727450715,0.0,0.0,12359,4.750453735321858,1571
ENSMUSG00000026581,Sell,Gene Expression,0.5678385230671922,0.0,0.0,6017,3.341749660874668,1338
ENSMUSG00000006457,Actn3,Gene Expression,0.5674569493954872,0.0,0.0,3661,1.2724104324847654,892
ENSMUSG00000040564,Apoc1,Gene Expression,0.5668084918292112,0.0,0.0,5890,2.1547293051453855,1111
ENSMUSG00000067653,Ankrd23,Gene Expression,0.5659834649517852,0.0,0.0,3203,1.1850194309088744,851
ENSMUSG00000027533,Fabp5,Gene Expression,0.5633323940091516,0.0,0.0,17145,6.2863596704896825,1588
ENSMUSG00000002885,Adgre5,Gene Expression,0.5632978604313036,0.0,0.0,6744,3.9162727984731385,1444
ENSMUSG00000062515,Fabp4,Gene Expression,0.5605326677188797,0.0,0.0,10270,3.685436805395324,1172
ENSMUSG00000030122,Ptms,Gene Expression,0.5603691205652058,0.0,0.0,24124,10.03037003757521,1736
ENSMUSG00000068220,Lgals1,Gene Expression,0.5529212092333825,0.0,0.0,14532,5.739874213727191,1631
ENSMUSG00000000290,Itgb2,Gene Expression,0.5526482098949617,0.0,0.0,10423,5.4987500573492945,1601
ENSMUSG00000003541,Ier3,Gene Expression,0.552110740269522,0.0,0.0,11524,6.2434582385335124,1680
ENSMUSG00000022564,Grina,Gene Expression,0.550785323181372,0.0,0.0,18731,9.126327473494644,1792
ENSMUSG00000025967,Eef1b2,Gene Expression,0.5481616415171685,0.0,0.0,16606,6.306098140673917,1657
ENSMUSG00000052957,Gas1,Gene Expression,0.5478769779436886,0.0,0.0,2375,0.9292174808132544,825
ENSMUSG00000061462,Obscn,Gene Expression,0.547180038066636,0.0,0.0,3289,1.2308731868606726,840
ENSMUSG00000001156,Mxd1,Gene Expression,0.5455698014650125,0.0,0.0,7464,3.9622583872923767,1455
ENSMUSG00000022126,Acod1,Gene Expression,0.544952024109596,0.0,0.0,5498,3.0135885567140934,1301
ENSMUSG00000021798,Ldb3,Gene Expression,0.5437950338506283,0.0,0.0,3135,1.153230752909783,839
ENSMUSG00000030852,Tacc2,Gene Expression,0.5436053272312467,0.0,0.0,5148,1.8484616791386579,1151
ENSMUSG00000061780,Cfd,Gene Expression,0.5435705796549276,0.0,0.0,10659,3.6822470576727993,1142
ENSMUSG00000024661,Fth1,Gene Expression,0.5422203487569268,0.0,0.0,180385,79.51427229203237,1887
ENSMUSG00000021950,Anxa8,Gene Expression,0.5409488049299723,0.0,0.0,7869,2.9096358944964686,1295
ENSMUSG00000025428,Atp5a1,Gene Expression,0.5408546155849032,0.0,0.0,14309,5.475351196080302,1625
ENSMUSG00000036446,Lum,Gene Expression,0.5407193077308453,0.0,0.0,3893,1.630593613937002,1077
ENSMUSG00000030695,Aldoa,Gene Expression,0.5403875752636974,0.0,0.0,54576,21.819995192365713,1839
ENSMUSG00000021025,Nfkbia,Gene Expression,0.5394465399385406,0.0,0.0,16002,8.105945192420878,1787
ENSMUSG00000022548,Apod,Gene Expression,0.5392176401572777,0.0,0.0,4798,2.098626312207447,1115
ENSMUSG00000044103,Il1f9,Gene Expression,0.5386934031014933,0.0,0.0,8123,4.540735997798291,1547
ENSMUSG00000049130,C5ar1,Gene Expression,0.5378008838596001,0.0,0.0,6633,3.6959426709490093,1414
ENSMUSG00000001552,Jup,Gene Expression,0.5371631057300917,0.0,0.0,9406,3.5938872740677636,1404
ENSMUSG00000021876,Rnase4,Gene Expression,0.5352281299202407,0.0,0.0,6790,2.7487555217643362,1375
ENSMUSG00000068697,Myoz1,Gene Expression,0.5346890475225157,0.0,0.0,3058,1.105098178380428,811
ENSMUSG00000038642,Ctss,Gene Expression,0.531928491390517,0.0,0.0,23569,9.870597489063197,1718
ENSMUSG00000032216,Nedd4,Gene Expression,0.5317609200495592,0.0,0.0,6915,2.5832533926841603,1362
ENSMUSG00000003072,Atp5d,Gene Expression,0.5314901043148937,0.0,0.0,8813,3.2216112564712582,1458
ENSMUSG00000024803,Ankrd1,Gene Expression,0.5312240178465976,0.0,0.0,3721,1.3839650299804012,900
ENSMUSG00000034926,Dhcr24,Gene Expression,0.5308920246212258,0.0,0.0,7182,2.389373723246225,1084
ENSMUSG00000019929,Dcn,Gene Expression,0.5308131724343483,0.0,0.0,10277,4.148139720347607,1505
ENSMUSG00000074001,Klhl40,Gene Expression,0.530150852434959,0.0,0.0,2849,1.0313400252377822,791
ENSMUSG00000070436,Serpinh1,Gene Expression,0.5300669437022658,0.0,0.0,7411,2.768801385680053,1363
ENSMUSG00000020216,Jsrp1,Gene Expression,0.5299786113617789,0.0,0.0,2361,0.8337169264111158,736
ENSMUSG00000024846,Cst6,Gene Expression,0.5298872627540636,0.0,0.0,7794,2.8911489407822866,1183
ENSMUSG00000004558,Ndrg2,Gene Expression,0.5293593990029974,0.0,0.0,5325,1.9614845997913322,1111
ENSMUSG00000021998,Lcp1,Gene Expression,0.527977283192736,0.0,0.0,11404,5.9317450666971325,1655
ENSMUSG00000057092,Fxyd3,Gene Expression,0.5269674157940943,0.0,0.0,3645,1.4052438700584298,924
ENSMUSG00000046834,Krt1,Gene Expression,0.5265605335708902,0.0,0.0,9750,3.69373997171566,1367
ENSMUSG00000031722,Hp,Gene Expression,0.5256987864319562,0.0,0.0,19707,7.323349260016478,1469
ENSMUSG00000075307,Klhl41,Gene Expression,0.5249521495091529,0.0,0.0,3479,1.2231308573140012,859
ENSMUSG00000026413,Pkp1,Gene Expression,0.5234016392021861,0.0,0.0,5166,1.9373905768160835,1120
ENSMUSG00000042306,S100a14,Gene Expression,0.5232422962895769,0.0,0.0,4880,1.7873591040875405,971
ENSMUSG00000053797,Krt16,Gene Expression,0.5230465137058835,0.0,0.0,17859,6.269066346754301,1558
ENSMUSG00000024610,Cd74,Gene Expression,0.5212773391389416,0.0,0.0,28306,10.231964349463164,1671
ENSMUSG00000040026,Saa3,Gene Expression,0.5211769158479781,0.0,0.0,19864,7.918205760174517,1633
ENSMUSG00000029683,Lmod2,Gene Expression,0.5198991637085718,0.0,0.0,3198,1.1653381283631254,849
ENSMUSG00000032262,Elovl4,Gene Expression,0.5190943668331623,0.0,0.0,7005,2.3378558076919873,1056
ENSMUSG00000057604,Lmcd1,Gene Expression,0.5162686160859326,0.0,0.0,3234,1.2101256547523485,895
ENSMUSG00000047547,Cltb,Gene Expression,0.5158416922179034,0.0,0.0,7535,2.8946286520082185,1427
ENSMUSG00000025488,Cox8b,Gene Expression,0.5155405063221481,0.0,0.0,2621,0.9309411544487637,788
ENSMUSG00000028364,Tnc,Gene Expression,0.5144083816840077,0.0,0.0,4244,1.5520585214165454,1069
ENSMUSG00000028645,Slc2a1,Gene Expression,0.5137927738408007,0.0,0.0,10053,5.561677353163697,1681
ENSMUSG00000031636,Pdlim3,Gene Expression,0.5134609619254422,0.0,0.0,3147,1.1582847697748497,868
ENSMUSG00000022037,Clu,Gene Expression,0.512705460928061,0.0,0.0,3540,1.3112796606492219,1024
ENSMUSG00000027470,Mylk2,Gene Expression,0.5120089421165824,0.0,0.0,2672,0.9503201415787988,770
ENSMUSG00000062077,Trim54,Gene Expression,0.5113537974253526,0.0,0.0,2186,0.8002921200836984,706
ENSMUSG00000049775,Tmsb4x,Gene Expression,0.5111973342897493,0.0,0.0,115477,53.08514519940898,1889
ENSMUSG00000030579,Tyrobp,Gene Expression,0.5110724153459304,0.0,0.0,15006,7.261148194161316,1707
ENSMUSG00000074199,Krtdap,Gene Expression,0.5105364570613203,0.0,0.0,18333,6.948152912998252,1628
ENSMUSG00000005087,Cd44,Gene Expression,0.5089700827476246,0.0,0.0,19433,10.161408647029353,1817
ENSMUSG00000054889,Dsp,Gene Expression,0.5089668798498773,0.0,0.0,10932,4.1512352837677495,1421
ENSMUSG00000028369,Svep1,Gene Expression,0.5070805896191807,0.0,0.0,2929,1.2837473507074222,982
ENSMUSG00000028480,Glipr2,Gene Expression,0.506731008554234,0.0,0.0,6620,3.591407191221391,1476
ENSMUSG00000023886,Smoc2,Gene Expression,0.5015721957164987,0.0,0.0,3381,1.4523544131237618,1067
ENSMUSG00000041476,Smpx,Gene Expression,0.5007288472715395,0.0,0.0,2649,0.9557165221892994,741
ENSMUSG00000040694,Apobec2,Gene Expression,0.49910531834167066,0.0,0.0,2430,0.9300983996614642,736
ENSMUSG00000026385,Dbi,Gene Expression,0.4990709517103875,0.0,0.0,10856,4.137811347589785,1543
ENSMUSG00000021190,Lgmn,Gene Expression,0.49856213731653615,0.0,0.0,11319,4.2739915714508845,1562
ENSMUSG00000040048,Ndufb10,Gene Expression,0.49852637641413533,0.0,0.0,5913,2.1759150511845475,1379
ENSMUSG00000072620,Slfn2,Gene Expression,0.4981212931402145,0.0,0.0,9530,4.8593791526809,1584
ENSMUSG00000011752,Pgam1,Gene Expression,0.49781179629319755,0.0,0.0,13008,6.841102242923072,1771
ENSMUSG00000003153,Slc2a3,Gene Expression,0.4973505739784966,0.0,0.0,3634,2.1952208511048013,1176
ENSMUSG00000054452,Tle5,Gene Expression,0.4959010451616986,0.0,0.0,8688,3.2682911585898378,1472
ENSMUSG00000048163,Selplg,Gene Expression,0.4956631592475166,0.0,0.0,8326,4.1214718494624325,1529
ENSMUSG00000035557,Krt17,Gene Expression,0.49345189120242633,0.0,0.0,3366,1.2726796116465195,931
ENSMUSG00000037071,Scd1,Gene Expression,0.49312413374631164,0.0,0.0,6556,2.242153644234613,1107
ENSMUSG00000030103,Bhlhe40,Gene Expression,0.4924230376854211,0.0,0.0,6807,4.029120068954426,1610
ENSMUSG00000023041,Krt6b,Gene Expression,0.4924114517842241,0.0,0.0,7535,2.6440562996535384,1218
ENSMUSG00000015619,Gata3,Gene Expression,0.49217831893475655,0.0,0.0,2478,0.9543301994608252,784
ENSMUSG00000021622,Ckmt2,Gene Expression,0.49070654711946887,0.0,0.0,2190,0.8084655661622371,710
ENSMUSG00000025393,Atp5b,Gene Expression,0.4905096046713486,0.0,0.0,7694,2.8621569732981955,1440
ENSMUSG00000020061,Mybpc1,Gene Expression,0.48775518033035326,0.0,0.0,2613,0.9558750360933638,778
ENSMUSG00000078763,Slfn1,Gene Expression,0.486953586060167,0.0,0.0,5939,3.028148682854291,1364
ENSMUSG00000026395,Ptprc,Gene Expression,0.48654668005529345,0.0,0.0,9973,5.4418644306694555,1671
ENSMUSG00000024049,Myom1,Gene Expression,0.4841467354250734,0.0,0.0,1931,0.6995650163403953,706
ENSMUSG00000031584,Gsr,Gene Expression,0.48265888770225324,0.0,0.0,9338,4.84658294254964,1637
ENSMUSG00000061315,Naca,Gene Expression,0.48232040064725407,0.0,0.0,7725,2.9183086946754053,1451
ENSMUSG00000028713,Cyp4b1,Gene Expression,0.48223819680786084,0.0,0.0,1566,0.7207778295191349,718
ENSMUSG00000007122,Casq1,Gene Expression,0.4810536244250267,0.0,0.0,2200,0.7915622898669064,736
ENSMUSG00000043681,Fam25c,Gene Expression,0.48067606221132797,0.0,0.0,9607,3.7024056661567455,1430
ENSMUSG00000029322,Plac8,Gene Expression,0.4799909839994965,0.0,0.0,9711,3.8255707426050582,1453
ENSMUSG00000037742,Eef1a1,Gene Expression,0.4792756782008948,0.0,0.0,35114,13.877998722197997,1799
ENSMUSG00000051439,Cd14,Gene Expression,0.4789436880480431,0.0,0.0,4905,2.69493446091621,1297
ENSMUSG00000026489,Coq8a,Gene Expression,0.4778219451306522,0.0,0.0,3180,1.159763258436485,943
ENSMUSG00000020826,Nos2,Gene Expression,0.477681520504408,0.0,0.0,4306,2.442080250247237,1213
ENSMUSG00000026180,Cxcr2,Gene Expression,0.47693381279274055,0.0,0.0,4720,2.450372411287397,1308
ENSMUSG00000058818,Pirb,Gene Expression,0.4768980538807117,0.0,0.0,14151,6.8198513489051145,1690
ENSMUSG00000058715,Fcer1g,Gene Expression,0.47469438265828684,0.0,0.0,17736,8.313464938663532,1745
ENSMUSG00000043613,Mmp3,Gene Expression,0.472184358191201,0.0,0.0,6529,2.6718054949895405,1314
ENSMUSG00000030996,Art1,Gene Expression,0.47208218718977674,0.0,0.0,2010,0.717147262188184,683
ENSMUSG00000051397,Tacstd2,Gene Expression,0.4702102917542902,0.0,0.0,4918,1.8379364506359528,1070
ENSMUSG00000062929,Cfl2,Gene Expression,0.4699418496490709,0.0,0.0,7456,2.863126212953881,1398
ENSMUSG00000046805,Mpeg1,Gene Expression,0.4684837026165443,0.0,0.0,6450,3.2019952493158343,1393
ENSMUSG00000033579,Fa2h,Gene Expression,0.4658276125766598,0.0,0.0,7785,2.51129793518316,1023
ENSMUSG00000060962,Dmkn,Gene Expression,0.46575479108608026,0.0,0.0,8303,3.08594199033446,1383
ENSMUSG00000047730,Fcgbp,Gene Expression,0.46564990789374555,0.0,0.0,3211,1.2830408963721875,824
ENSMUSG00000016349,Eef1a2,Gene Expression,0.4644059039785127,0.0,0.0,2053,0.7414035663881927,721
ENSMUSG00000021477,Ctsl,Gene Expression,0.4626922370001999,0.0,0.0,34591,16.411832163240067,1829
ENSMUSG00000024053,Emilin2,Gene Expression,0.4616516793298305,0.0,0.0,7827,4.0528376314396635,1542
ENSMUSG00000028517,Plpp3,Gene Expression,0.46107156923530646,0.0,0.0,4960,2.016005369150922,1316
ENSMUSG00000037411,Serpine1,Gene Expression,0.46042529971144264,0.0,0.0,5465,3.033340494785877,1348
ENSMUSG00000033765,Calm4,Gene Expression,0.4599110702421071,0.0,0.0,10068,3.8138615045259088,1450
ENSMUSG00000020641,Rsad2,Gene Expression,0.45990274103790546,0.0,0.0,2868,1.4277502250437395,931
ENSMUSG00000037960,Card19,Gene Expression,0.45971814816257994,0.0,0.0,8466,4.350997540537976,1606
ENSMUSG00000018770,Atp5g3,Gene Expression,0.45960586584888424,0.0,0.0,7012,2.5561856305363526,1424
ENSMUSG00000029718,Pcolce,Gene Expression,0.4585133061683623,0.0,0.0,5044,1.9768542974242185,1254
ENSMUSG00000046245,Pilra,Gene Expression,0.4585021711981936,0.0,0.0,2237,1.4263657442521043,959
ENSMUSG00000071644,Eef1g,Gene Expression,0.4578369492091068,0.0,0.0,6279,2.322646368524719,1368
ENSMUSG00000029580,Actb,Gene Expression,0.4575074515045617,0.0,0.0,82771,36.747713968878706,1880
ENSMUSG00000020241,Col6a2,Gene Expression,0.4570298869555925,0.0,0.0,3462,1.29075492089396,1071
ENSMUSG00000025491,Ifitm1,Gene Expression,0.4563406642230509,0.0,0.0,12610,5.935668071566333,1658
ENSMUSG00000020467,Efemp1,Gene Expression,0.45496084686096805,0.0,0.0,1671,0.7083704372978445,742
ENSMUSG00000037946,Fgd3,Gene Expression,0.4548691022873311,0.0,0.0,3360,2.0287601935079427,1213
ENSMUSG00000033295,Ptprf,Gene Expression,0.4542962400829182,0.0,0.0,2248,0.8835691734055064,822
ENSMUSG00000052974,Cyp2f2,Gene Expression,0.45415059070589064,0.0,0.0,3248,1.3533516199479059,967
ENSMUSG00000105827,Hist2h2bb,Gene Expression,0.45340352690447827,0.0,0.0,5165,1.8229082573153252,1173
ENSMUSG00000030144,Clec4d,Gene Expression,0.45285615469512497,0.0,0.0,4252,2.147599973892407,1213
ENSMUSG00000029561,Oasl2,Gene Expression,0.4522439024871581,0.0,0.0,7041,3.426591922829038,1459
ENSMUSG00000029373,Pf4,Gene Expression,0.45118647668855216,0.0,0.0,15884,6.787400015796351,1630
ENSMUSG00000045394,Epcam,Gene Expression,0.4509708594274052,0.0,0.0,2461,0.9721225313594498,768
ENSMUSG00000025481,Urah,Gene Expression,0.4508631946716624,0.0,0.0,4018,1.522002154375952,1029
ENSMUSG00000025473,Adam8,Gene Expression,0.45058403793586166,0.0,0.0,6801,3.3172546235988385,1468
ENSMUSG00000073418,C4b,Gene Expression,0.4499424523436747,0.0,0.0,3540,1.453285145204925,1103
ENSMUSG00000058624,Gda,Gene Expression,0.449855597802007,0.0,0.0,10766,5.264823995867964,1653
ENSMUSG00000050721,Plekho2,Gene Expression,0.44939264425654213,0.0,0.0,9258,4.75795884206256,1617
ENSMUSG00000047419,Cmya5,Gene Expression,0.448944956518664,0.0,0.0,2257,0.8423247304722952,760
ENSMUSG00000039457,Ppl,Gene Expression,0.4467263570668152,0.0,0.0,2569,0.9956239740449189,823
ENSMUSG00000024014,Pim1,Gene Expression,0.4460999881589516,0.0,0.0,8525,4.4097286006201735,1611
ENSMUSG00000000682,Cd52,Gene Expression,0.4454410478417721,0.0,0.0,12037,5.458033191419309,1649
ENSMUSG00000033065,Pfkm,Gene Expression,0.44458746766472906,0.0,0.0,3259,1.2178684519444314,958
ENSMUSG00000038147,Cd84,Gene Expression,0.44405006479086634,0.0,0.0,5401,2.9332607029238917,1398
ENSMUSG00000027333,Smox,Gene Expression,0.4437963213940986,0.0,0.0,4922,2.7501003954298238,1386
ENSMUSG00000031444,F10,Gene Expression,0.44329765191501785,0.0,0.0,4472,2.336283004770392,1231
ENSMUSG00000028063,Lmna,Gene Expression,0.44315688547976595,0.0,0.0,14303,5.7576765486993775,1693
ENSMUSG00000048126,Col6a3,Gene Expression,0.44005436817414256,0.0,0.0,4761,1.875228720671087,1249
ENSMUSG00000001025,S100a6,Gene Expression,0.438334473619435,0.0,0.0,50535,24.497106410109886,1878
ENSMUSG00000021281,Tnfaip2,Gene Expression,0.437332952310232,0.0,0.0,8645,4.465884786777121,1630
ENSMUSG00000024140,Epas1,Gene Expression,0.43716119200789527,0.0,0.0,3589,1.375237897887671,1086
ENSMUSG00000008206,Cers4,Gene Expression,0.43694271286650843,0.0,0.0,4087,1.4104925031755007,854
ENSMUSG00000024048,Myl12a,Gene Expression,0.43509647235003884,0.0,0.0,9530,3.56441869448552,1565
ENSMUSG00000024471,Myot,Gene Expression,0.43462096593034333,0.0,0.0,2714,1.0263790014180654,801
ENSMUSG00000071715,Ncf4,Gene Expression,0.43439616187065605,0.0,0.0,5201,2.6304041623243006,1343
