FeatureID,FeatureName,Cluster 1 Average,Cluster 1 Log2 Fold Change,Cluster 1 P-Value,Cluster 2 Average,Cluster 2 Log2 Fold Change,Cluster 2 P-Value,Cluster 3 Average,Cluster 3 Log2 Fold Change,Cluster 3 P-Value,Cluster 4 Average,Cluster 4 Log2 Fold Change,Cluster 4 P-Value
ENSMUSG00000037012,Hk1,3.8052883595522693,0.7685251906030282,0.014911104228437465,1.9897215340754948,-0.4426003303849593,0.42221053821972326,2.5312741142491797,-0.08435398477123801,0.971784498566824,1.9122244664968804,-0.6142443582895591,0.09334818459504074
ENSMUSG00000003153,Slc2a3,3.3824785418242396,0.7769109841645104,0.01748150195215513,2.042545999581924,-0.21456333076597822,0.795707591934218,2.432086257107754,0.10225708458973926,0.9239363029883786,1.365874618926343,-0.9974706027921635,0.0007552224877473703
ENSMUSG00000027398,Il1b,10.25169010107689,0.7484984709832299,0.01974727210748749,4.912675292097903,-0.5966384597464911,0.23444400569369822,7.355771485608118,0.06824800677698706,0.9759898391253014,4.8128454754168235,-0.7551418997363997,0.014933263174494013
ENSMUSG00000000982,Ccl3,1.453770743147062,0.8624525372884553,0.020722110465249997,0.7043262067523876,-0.4766299299097146,0.4513562083006845,0.920463314272429,-0.10300653818376393,0.9641401669827804,0.6705202674729321,-0.6922056595351139,0.11112986140290826
ENSMUSG00000042622,Maff,1.0946719938438036,0.8606670233960807,0.024327657876385213,0.510636499895481,-0.5238604592884195,0.4011622041277069,0.7379576571322061,0.037023266539480515,1,0.456947145240813,-0.8688647859119589,0.028743699898129912
ENSMUSG00000014956,Ppp1cb,1.494314150326462,0.8128550110021089,0.024870859447944756,0.792366982596436,-0.3744462812490284,0.5605801698478297,0.9799760285572844,-0.07256563868443865,0.9972028183643622,0.7003211682495069,-0.7024068883144785,0.07795455956883562
ENSMUSG00000038418,Egr1,1.6912392709121198,0.8216174726193959,0.024929850728388936,0.739542517090007,-0.6615985866718319,0.2447630768099304,1.0672613428417388,-0.14946430710434405,0.9001394750677186,0.8741597561128597,-0.5170446884900843,0.2615279216605785
ENSMUSG00000020108,Ddit4,1.5869847953079481,0.7936070244623944,0.030759934122836678,0.9508403791157233,-0.20319291060697403,0.8324263969514496,1.0513912856991108,-0.06863575102430772,0.9997110244836478,0.7301220690260816,-0.7511112544198191,0.051198604593186155
ENSMUSG00000017002,Slpi,13.645752473523816,0.7067474553710276,0.031650826300567134,8.416698170691031,-0.23794047903173698,0.7443563789888421,10.236186856995117,0.12912424593066207,0.8852282405331087,5.920445620946186,-0.9286127940484645,0.0007209818698630993
ENSMUSG00000036661,Dennd3,1.1873426388252897,0.8220337167704405,0.03679536239078514,0.5810691205707198,-0.4813521161337749,0.4471650421391894,0.7538277142748341,-0.13548737244606157,0.9239363029883786,0.5910511987353994,-0.5841887411390301,0.21498710846652855
ENSMUSG00000022707,Gbe1,3.6257389849006403,0.7167773761614722,0.03982402324050265,2.024937844413114,-0.3765976083316449,0.5315359922148984,2.7137797713894027,0.13422203951713452,0.8823818646025522,1.6042818251389412,-0.8841537628072662,0.004629530559511542
ENSMUSG00000003865,Gys1,1.7201988474688341,0.7488604796523116,0.04893933000294796,0.8275832929340554,-0.5678808718604579,0.30275592402068097,1.2061243428397346,0.015136387162114184,1,0.8443588553362849,-0.6704676523612436,0.09127780602712264
ENSMUSG00000032316,Clk3,1.169966892891261,0.7841420203669496,0.05438653362124038,0.56346096540191,-0.530012686270015,0.3745645502801703,0.7458926857035201,-0.16271302588365189,0.8943465159294586,0.62581891630807,-0.48207466559578716,0.33402862236502495
ENSMUSG00000001441,Npepps,2.200927818310293,0.7346403620714981,0.05438653362124038,1.479085034180014,-0.07283633625032204,1,1.5592331142632097,0.024444934731130852,1,0.9734960920347755,-0.8690275172911723,0.012172402402438921
ENSMUSG00000024401,Tnf,1.9518754599225492,0.7441582712414527,0.05438653362124038,1.3910442583359655,0.026832139347990336,0.8926919312616733,1.4640127714074411,0.16785471707783245,0.8551049961397293,0.72018843543389,-1.1748064426265923,0.0001940107715197544
ENSMUSG00000026981,Il1rn,28.791611012685436,0.6586992911603362,0.05652587903383186,15.759298876084673,-0.45725929715287217,0.37767954342336174,23.043322971095982,0.2329723850238894,0.7152657141416712,12.749818715577902,-0.9309509416100861,0.0005669163756304931
ENSMUSG00000020400,Tnip1,2.571610398236237,0.7132077886858176,0.05652587903383186,1.6551665858681108,-0.15669380962869905,0.9150501184435227,1.9202769142579985,0.12478443844146991,0.8984594612342741,1.0926996951410746,-0.9569333696019002,0.0027421531282888025
ENSMUSG00000017132,Cyth1,1.1120477397778321,0.783732778782299,0.05923630287143844,0.739542517090007,-0.041012176219954344,1,0.726055114275235,-0.11067993029688472,0.9538762953804182,0.5165489467939625,-0.7393591136627631,0.08417503419724816
ENSMUSG00000046794,Ppp1r3b,1.7954937465162915,0.7194276531671295,0.06273011353900773,1.2325708618166782,-0.047263836352500366,1,1.2457994856963048,-0.038416861608443764,1,0.8493256721323806,-0.7608499121567749,0.03709437897815437
ENSMUSG00000009633,G0s2,1.639112033110034,0.7243515005704063,0.067304185873862,0.6515017412459585,-0.8670476735475856,0.10735892068640475,1.2100918571253916,0.10942418220050334,0.927487194051449,0.8095911377636144,-0.6787123415625376,0.09366482147207304
ENSMUSG00000026979,Psd4,2.907541486294124,0.6755870169400306,0.067304185873862,1.8312481375562077,-0.21791746198533468,0.7900481175258618,2.1107175999695356,0.019927124622360903,1,1.44037687086778,-0.7149221880478309,0.037490387323048095
ENSMUSG00000056501,Cebpb,31.560146531507332,0.6359240442177159,0.067304185873862,15.82973149675991,-0.6071102009043745,0.2051250994236528,23.471814513946942,0.03461684592510217,1,17.423593320704043,-0.5516608802908003,0.11272860046217888
ENSMUSG00000045551,Fpr1,2.2762227173577503,0.6958339979521544,0.06830167226810409,1.3206116376607266,-0.32647929218488286,0.6215494009018641,1.7020636285468624,0.10970149023420483,0.9228692683974875,1.0479983439762124,-0.8288966794259508,0.01540457804064709
ENSMUSG00000064246,Chil1,2.3225580398484933,0.679219092792812,0.0699786266963179,1.0917056204662008,-0.6572478745661227,0.21084142793804084,1.813154028545259,0.19436159658929986,0.8106914025874431,1.0877328783449787,-0.8119431318146791,0.01540457804064709
ENSMUSG00000022126,Acod1,4.482942450979386,0.6538132710193372,0.07979108373011802,2.7468722063343116,-0.2797860567368411,0.6890912115980928,3.3684196285228114,0.07700270450812607,0.9614358821707173,2.2052666574665323,-0.746245499248003,0.02482336804951894
ENSMUSG00000023067,Cdkn1a,5.8440425491449615,0.640648405086435,0.0835265257634014,3.169467930385744,-0.47839296311622626,0.3602608722597316,4.126214857083303,-0.07879018243351288,0.972326864863594,3.4072363221217143,-0.44490720523757,0.2742414722850445
ENSMUSG00000070002,Ell,1.592776710619291,0.6945788585874314,0.08922877831137647,0.56346096540191,-1.057088831304604,0.048355832529316536,1.1386765999835653,0.004186639222188093,1,0.9039606568894344,-0.4472915191592665,0.3435609574794312
ENSMUSG00000055866,Per2,1.0251690101076891,0.7525606165958294,0.08927375424013391,0.6338935860771489,-0.1711119320997715,0.8975801853162174,0.6982825142756358,-0.04689709199680475,1,0.48674804601738775,-0.724219192918004,0.10601453116470198
ENSMUSG00000039395,Mreg,1.1931345541366325,0.7353850749753174,0.09081347503931418,0.7571506722588166,-0.14807862879026212,0.9173075739114129,0.916495799986772,0.21525264288584597,0.8141528085313944,0.4519803284447172,-1.1325766269610322,0.001181702455129494
ENSMUSG00000028599,Tnfrsf1b,3.7589530370615263,0.6176481138461809,0.11022997963818595,1.9721133789066851,-0.5411072728186506,0.2953936493751059,2.8685128285300268,0.07475816583714323,0.9636381329734642,2.041361703195371,-0.5959921877529126,0.11002750368035541
ENSMUSG00000023175,Bsg,5.038966320868302,0.5835028198694856,0.15609341791421932,3.750537050956464,-0.028372714541336608,0.9715114120797226,3.622340542804861,-0.09695364160414766,0.9482684705425344,2.900621008919943,-0.5175713022212087,0.19046902477392388
ENSMUSG00000005057,Sh2b2,2.0966733427061213,0.6102125819234561,0.16423835969901174,1.1621382411414396,-0.4542990769238422,0.4264338485905795,1.618745828548065,0.09370978422611254,0.944017077433044,1.1175337791215536,-0.6351503493831592,0.10417820048271277
ENSMUSG00000035105,Egln3,6.909754966432051,0.5733918276276819,0.1648678693940877,3.680104430281225,-0.5543625476857639,0.2658410564285255,5.7489281999170245,0.232447040659026,0.7229221202130398,3.4916722076553426,-0.7645721470545939,0.013376351535767203
ENSMUSG00000030595,Nfkbib,1.0830881632211178,0.6692433115889433,0.16859883518143204,0.3521631033761938,-1.176497534605354,0.04005909147165401,0.6705099142760367,-0.33540932536389434,0.6674140359136249,0.7847570537831353,0.008216742767688023,1
ENSMUSG00000038059,Smim3,1.494314150326462,0.6348270291318953,0.16970685419940515,0.7043262067523876,-0.6724761479349662,0.22586423974218764,1.1624816856975073,0.13768190745406889,0.8943465159294586,0.7797902369870395,-0.6519181166998499,0.11330700388943994
ENSMUSG00000056071,S100a9,34.8383705977274,0.5581976045657449,0.17085708006719516,22.11584289202497,-0.2995882663648537,0.5567507428642391,27.280628228177683,0.07163836625725661,0.9653923597550084,19.34078460399702,-0.6071483899998906,0.06467020460911195
ENSMUSG00000020611,Gna13,3.226096828417982,0.581056928584023,0.1725705053570764,2.2362357064388307,-0.13781516334928234,0.9353128643628214,2.352735971394614,-0.06734935322094171,0.993347542724284,1.872489932128114,-0.5036751959739248,0.20898741558264136
ENSMUSG00000027333,Smox,3.7473692064388406,0.5789051489419355,0.17477101548637144,1.760815516880969,-0.7350648667264805,0.13774015228074285,2.8724803428156838,0.04391807118886226,1,2.2450011918352986,-0.44644021525878075,0.28855324759423584
ENSMUSG00000056724,Nbeal2,2.0271703589700065,0.5992972470404225,0.18270538045690593,1.0388811549597716,-0.5797917344861266,0.28031237119237185,1.5512980856918954,0.061428874278913526,0.9890055380501653,1.1473346798981283,-0.5339229365291409,0.2005473203369719
ENSMUSG00000024006,Stk38,2.565818482924894,0.5888014552957399,0.19181288157327206,1.1797463963102492,-0.7548535210186375,0.14207026933358002,1.9282119428293125,0.00867956744534315,1,1.564547290770175,-0.40391444546909605,0.3844593544428696
ENSMUSG00000047153,Khnyn,1.7028231015348054,0.5997777712523331,0.1985934144815837,0.9508403791157233,-0.4461381638639017,0.44808372308913813,1.313247228552474,0.07984981767159854,0.9650525928860787,0.9287947408699133,-0.6010475837080675,0.14495875644931844
ENSMUSG00000079614,Seh1l,1.1120477397778321,0.6422603528294184,0.1985934144815837,0.7043262067523876,-0.21406158611870418,0.82614807767359,0.8133404285596895,0.0020728836611040302,1,0.5860843819393036,-0.6262147955412328,0.1660021014322311
ENSMUSG00000026519,Tmem63a,1.355308182854233,0.6203337111079968,0.20326772369003526,0.6867180515835779,-0.5716135907367876,0.3238667174893613,0.9442683999863711,-0.12913351515710986,0.9246343091599749,0.8542924889284764,-0.3116172716112785,0.5869443075382553
ENSMUSG00000039232,Stx11,2.6353214666610087,0.5639394826338611,0.22176291766276157,1.7960318272185882,-0.1742383684585349,0.8709061866755874,2.1107175999695356,0.13018663277127762,0.8922277264078456,1.3559409853341515,-0.7383258359517649,0.029993226365806265
ENSMUSG00000042364,Snx18,1.8128694924503201,0.5807556767472868,0.23541393732624635,0.8980159136092941,-0.6413063306971011,0.23452288866292373,1.4441751999791559,0.13544730560759705,0.8945772533035767,1.0032969928113502,-0.5906845863897638,0.14820666637979188
ENSMUSG00000007659,Bcl2l1,1.1004639091551465,0.6312010458000322,0.23674961776876546,0.6691098964147681,-0.28341273852186594,0.7107920872421162,0.7855678285600903,-0.06415101706594933,1,0.62581891630807,-0.4956530720963277,0.3110076623879716
ENSMUSG00000019960,Dusp6,1.7607422546482343,0.586261714012178,0.23674961776876546,1.12692193080382,-0.2488249559844307,0.7536476745567448,1.4322726571221849,0.1912606800388365,0.8200774063119757,0.8542924889284764,-0.8233699253786579,0.019831287904971042
ENSMUSG00000035671,Zswim4,1.8070775771389773,0.5761537747882781,0.24173915146768124,0.8099751377652457,-0.793700043027328,0.13372364330226214,1.3648249142660156,0.006595274025729736,1,1.1274674127137452,-0.3707363641557964,0.45284336475569253
ENSMUSG00000024190,Dusp1,1.1120477397778321,0.6186735325118026,0.24813253970976665,0.7043262067523876,-0.2307403272653345,0.7988431508260501,0.8569830857019167,0.09782258159020105,0.954207243241603,0.5612502979588246,-0.7239271198244083,0.08606959868757978
ENSMUSG00000030083,Abtb1,2.751159772887866,0.5455251234594594,0.255789579131247,1.3206116376607266,-0.7218497580076497,0.15385880939689398,2.241645571396217,0.15068622887823802,0.861460072476797,1.584414557954558,-0.5484387161898281,0.16569336272503793
ENSMUSG00000024014,Pim1,5.583406360134532,0.5390301957207624,0.255789579131247,2.2890601719452595,-0.972495552804395,0.0415187016946512,4.737212057074484,0.2413138330976634,0.717350932578504,3.12909458154035,-0.6052510518211405,0.09284373230990364
ENSMUSG00000037960,Card19,5.525487207021103,0.5299177099628505,0.262564235532066,2.5355743443085954,-0.8093607973087897,0.08907676865269763,4.491226171363748,0.12811338991250354,0.89177134375767,3.3277672533841813,-0.4795513412919601,0.22106584339772567
ENSMUSG00000019210,Atp6v1e1,3.226096828417982,0.52816723588111,0.274969792324271,1.6551665858681108,-0.6361891593912959,0.2127016289413643,2.547144171391808,0.05791535247317925,0.9874794456529886,1.9966603520305088,-0.4292313727125432,0.3126352090477271
ENSMUSG00000031488,Rab11fip1,1.6101524565533196,0.5627781948657145,0.2753188737882533,1.1797463963102492,-0.056006261566127674,1,1.301344685695503,0.14984977582337755,0.8713770484756285,0.7946906873753269,-0.8119334023152445,0.023645964409493278
ENSMUSG00000022747,St3gal6,1.1989264694479753,0.5927017567159504,0.2981632642144275,0.792366982596436,-0.18657149876120274,0.873487442073444,0.9283983428437431,0.08136248517635422,0.9736387318762504,0.62581891630807,-0.6853387745581794,0.11669688285888437
ENSMUSG00000029915,Clec5a,1.864996730252406,0.5486924025381423,0.299888425340625,1.3382197928295363,-0.10095471667623646,1,1.5751031714058377,0.2401060514943575,0.7446411139126161,0.8741597561128597,-0.9152645697086543,0.006007349226749471
ENSMUSG00000010608,Rbm25,1.4190192512790045,0.5634745220967036,0.3008538190832622,0.8451914481028651,-0.36984278001642545,0.5630397589611968,1.102968971412652,0.05897053355356413,0.9961957846796377,0.8095911377636144,-0.5485648314083088,0.21325710415779475
ENSMUSG00000031930,Wwp2,1.0599205019757463,0.5893068154873725,0.31287483325947146,0.7571506722588166,-0.0667390013383235,1,0.8490480571306026,0.15714865263666508,0.8835258343192398,0.5066153132017709,-0.8443798176223051,0.029993226365806265
ENSMUSG00000056054,S100a8,17.306242950292514,0.48810529012739323,0.3173896237477165,10.353595239260097,-0.4405779056812782,0.3948153025095402,14.302888999793563,0.12151685340538876,0.8943465159294586,10.326012119083154,-0.5340476238842067,0.13004464133631247
ENSMUSG00000037946,Fgd3,2.791703180067266,0.5091364668033892,0.32846829659475674,1.7432073617121593,-0.34907204592706753,0.5613237886881504,2.3289308856806716,0.16644090043549276,0.8402092735005171,1.5496468403818875,-0.647285866847041,0.07122073942143373
ENSMUSG00000019916,P4ha1,2.6816567891517518,0.5132038364015812,0.3297966745056993,1.6727747410369205,-0.34720047893030115,0.5686186211908713,2.1265876571121636,0.05177529537642722,0.9961467185417345,1.6142154587311328,-0.4942324995054612,0.2317292642827824
ENSMUSG00000027381,Bcl2l11,2.3688933623392363,0.5228325375993577,0.3302596076405145,1.3558279479983462,-0.4697409708735332,0.4014815220259911,1.9520170285432548,0.1521939231746262,0.8620728112710524,1.3410405349458643,-0.5992615074978266,0.1296295800418109
ENSMUSG00000015950,Ncf1,14.392909548687047,0.48654554844026254,0.33560280323478436,7.765196429445073,-0.5996279669063842,0.22237753323661938,12.53734514267619,0.24604835779469658,0.6882345625001678,8.051210026471281,-0.6542030455085452,0.04093418775966681
ENSMUSG00000043421,Hilpda,1.679655440289434,0.5330199330393685,0.33560280323478436,0.739542517090007,-0.8483670982775583,0.10920826350514336,1.4045000571225856,0.19818067181603727,0.8150095059181218,0.9685292752386797,-0.5557019439508949,0.19326874930681293
ENSMUSG00000026875,Traf1,1.030960925419032,0.5778893597531104,0.3416081812255711,0.8099751377652457,0.07236157928961368,0.8479231932083163,0.8966582285584869,0.34478263162311257,0.6345717001826152,0.39734534368766344,-1.2233791196187591,0.0004484169285253614
ENSMUSG00000001627,Ifrd1,1.2278860460046896,0.5474737384863269,0.36783999631288594,0.6162854309083391,-0.6336353173441722,0.2658363463875568,0.9363333714150571,-0.002135272091281698,1,0.7797902369870395,-0.36132798834549473,0.4977801677982215
ENSMUSG00000046245,Pilra,2.038754189592692,0.5312743685919168,0.3733232066490984,0.8275832929340554,-0.9754238345923775,0.07024319714593534,1.7139661714038334,0.2094506705621768,0.8059101934758865,1.1870692142668946,-0.5397946217805767,0.22106584339772567
ENSMUSG00000006050,Sra1,1.30897286036349,0.5355235026216113,0.37359167246829267,0.7747588274276264,-0.39720816631180617,0.5350606264458069,0.9839435428429414,-0.04717562068483092,1,0.8344252217440933,-0.3649567913236996,0.4870044210975179
ENSMUSG00000020077,Srgn,17.306242950292514,0.4648355108045461,0.37638255843037444,11.093137756350105,-0.35115176517490676,0.5329986026834865,14.620290142646125,0.14757279868876783,0.8537254528982083,10.22667578316124,-0.5722879271616441,0.09325605344273998
ENSMUSG00000011148,Adssl1,2.3515176164052076,0.49516390900121754,0.38406204347329886,1.5495176548552527,-0.27447746322715305,0.6881785106745684,1.8964718285440565,0.07115507753243455,0.9736875537623892,1.4056091532951096,-0.5227943745244323,0.20501125950873292
ENSMUSG00000000805,Car4,1.1757588082026038,0.5789716065526013,0.3856666484856291,0.8275832929340554,-0.09954514642156495,1,0.9601384571289993,0.1918863423924764,0.8468731152389358,0.5562834811627289,-0.871510373210727,0.0365270414668654
ENSMUSG00000017677,Wsb1,2.3573095317165507,0.49024268795826975,0.3858509543897124,1.1093137756350104,-0.7880022787277573,0.11744081015928348,1.817121542830916,-0.03780177098267434,1,1.653949993099899,-0.22207599315660365,0.7041246495985802
ENSMUSG00000036181,Hist1h1c,2.2646388867350646,0.49811553172955936,0.3887896261286696,1.0564893101285813,-0.7945559244263353,0.1253354424716747,1.7219011999751475,-0.06041858862587346,1,1.5993150083428453,-0.20201803310909638,0.7555629416254498
ENSMUSG00000027737,Slc7a11,1.4711464890810906,0.5157777800654074,0.3954998781033282,0.6867180515835779,-0.7698397009424836,0.1509978608511835,1.285474628552875,0.28547274961220437,0.6763362284178982,0.7996575041714227,-0.6778585242677528,0.09045022661474293
ENSMUSG00000051748,Wfdc21,3.5678198317872116,0.4702726646876976,0.40171135993147966,2.6940477408278825,-0.08639008891969602,1,3.1660763999543033,0.2721214989374221,0.6590606570214247,1.7830872297983897,-0.8691022470335364,0.004479549700121868
ENSMUSG00000032249,Anp32a,6.023591923796591,0.4643586315124706,0.4036373791449002,3.116643464879315,-0.6752399542621699,0.1617941298473067,4.844334942787223,0.0315747097423178,1,4.082723406390742,-0.3135709216225613,0.4977801677982215
ENSMUSG00000003541,Ier3,8.079721859323312,0.4640687737201561,0.4063094036099854,4.190740930176706,-0.6735399976477199,0.16542840167260248,7.252616114181036,0.293722232629805,0.6295071568744349,4.529736918039363,-0.6691644586304197,0.03710253051882596
ENSMUSG00000037411,Serpine1,3.741577291127498,0.48370886974047056,0.4068484460715827,2.1305867754259724,-0.5115277053510925,0.35632302993325665,3.1343362856690473,0.1481350433489057,0.867298443998831,2.235067558243107,-0.5347413940542913,0.19547268649665056
ENSMUSG00000002257,Def6,1.0077932641736604,0.5412035175093659,0.40847052348612073,0.6691098964147681,-0.21162205545385593,0.8162460094122768,0.7458926857035201,-0.07624893513418268,0.9974204343293684,0.6307857331041657,-0.3937039257029234,0.47179606567058047
ENSMUSG00000020696,Rffl,1.494314150326462,0.5218381926424346,0.4187519777738601,0.7043262067523876,-0.751656239154201,0.1808648998633399,1.277539599981561,0.23901119176670926,0.7647299147185835,0.8344252217440933,-0.6238155211863001,0.15211211091853316
ENSMUSG00000038095,Sbno1,1.0425447560417176,0.5338818867862268,0.41960491366326996,0.6515017412459585,-0.3096383028075696,0.6780475342113941,0.8133404285596895,0.035335337792852306,1,0.6208520995119742,-0.49347942886803653,0.3115481988285728
ENSMUSG00000052837,Junb,5.461776138596332,0.46296108162195915,0.41966359051098195,2.4651417236333564,-0.8818027454851616,0.063408582210883,4.427745942793236,0.04847269163504819,1,3.769813948236707,-0.27967769932907705,0.5742926690342096
ENSMUSG00000030342,Cd9,3.08129894563441,0.4607715694671062,0.4346623607972121,1.6727747410369205,-0.5983907793828875,0.2432031216238328,2.7851950285312292,0.30643951878049136,0.622725493672349,1.6986513442647613,-0.7013912634637428,0.03764622763877263
ENSMUSG00000037820,Tgm2,3.312975558088125,0.45789443914675987,0.44934504090824884,1.9721133789066851,-0.4613065616055312,0.39566214525533283,2.7018772285324317,0.056533184830224625,0.9880060611926117,2.155598489505574,-0.39711567680200277,0.371273041580725
ENSMUSG00000006818,Sod2,4.355520314129842,0.4443331219064446,0.46686214984081803,2.7292640511655017,-0.39522199379324485,0.48033560571385836,3.5152176570921214,0.017760101998042677,1,2.9155214593082306,-0.3555373293308999,0.4306768695336728
ENSMUSG00000021996,Esd,4.031173056694642,0.44132485646362807,0.4720689985294753,2.7292640511655017,-0.2777991320583393,0.6696522085268143,3.257329228524415,0.017182618326915478,1,2.6522801691151536,-0.3910721479978465,0.36728670081940723
ENSMUSG00000051439,Cd14,3.5851955777212403,0.448938610940919,0.47499539014584147,1.760815516880969,-0.7601558476893111,0.12331837627447968,3.285101828524014,0.3265765158794032,0.5968367874741938,2.0264612528070836,-0.6664782224506645,0.05549507718532184
ENSMUSG00000001156,Mxd1,5.293810594567389,0.44612873320223123,0.4805478404314612,2.4651417236333564,-0.8465754072309508,0.0751853759609843,4.511063742792034,0.14675138664429488,0.8620728112710524,3.4718049404709594,-0.39306647037620124,0.3562175272846018
ENSMUSG00000028645,Slc2a1,6.996633696102194,0.4358009518432686,0.49576342993807115,2.9053456028535987,-1.0284828150779584,0.02760182288105169,5.7767007999166236,0.06112150265668781,0.9849526352510113,5.011518147260656,-0.23269225932809068,0.6489397918245425
ENSMUSG00000022564,Grina,10.529702036021348,0.4283375997177834,0.4977404691033385,5.617001498850291,-0.6578917911315494,0.168442622428011,9.228438228438232,0.19401942235914893,0.7901656105787411,6.6207667891956925,-0.488823859892606,0.1913137015679192
ENSMUSG00000026031,Cflar,1.6217362871760053,0.4704371547161552,0.49802125759933824,0.9332322239469135,-0.4919993603332835,0.3924009517635315,1.4005325428369286,0.2050821253279933,0.8065218424119259,0.9436951912582008,-0.5929829600303544,0.14974721196470994
ENSMUSG00000025473,Adam8,3.9906296495152414,0.43538140991129404,0.49802125759933824,1.9721133789066851,-0.761881415756716,0.11799635633706429,3.297004371380985,0.06194835878583649,0.9808329432754769,2.7714837722214525,-0.29285010196650796,0.5535406814327873
ENSMUSG00000023088,Abcc1,1.7897018312049486,0.46740014678845626,0.4996491183017628,1.0036648446221523,-0.5352953543507032,0.33493449853244506,1.5552655999775524,0.2168575703955703,0.7835578444357297,1.0430315271801165,-0.5931023859562841,0.1460611617705644
ENSMUSG00000024053,Emilin2,4.569821180649529,0.4284192966610312,0.4996491183017628,3.2399005510609826,-0.21697546678142077,0.780498837595646,3.7373984570889145,0.030877424182901736,1,2.985056894453572,-0.41650766822448104,0.3148916196578484
